name,calendar_year,calendar_id,title,category,sub_category,raw_category,normalized_category,source_file,source_start_line,source_end_line,input_frequency,output_frequency,available_at,required_fields,original_formula,implemented_formula,implementation_status,implementation_notes,implementation_key,proxy_of,duplicate_refs,duplicate_type,default_params,warmup_requirement
calendar2025_158_u51f8_663e_6027_6536_76ca,2025,158,凸显性收益,高频因子-动量反转类,,高频因子-动量反转类,高频因子,factors2025.md,3919,3951,1d,1d,T_close,close,"\sigma(r_{i,s}, \overline{r}_s) = \frac{|r_{i,s} - \overline{r}_s|}{|r_{i,s}| + |\overline{r}_s| + \theta}

\omega_{i,s} = \frac{\delta^{k_{i,s}}}{\sum_{S'} \delta^{k_{i,s'}} \times \pi_{s'}}

STR_i = cov[\omega_{i,s}, r_{i,s}]","cov(normalize(0.7**rank(salience)),return),monthly; salience=abs(r-median)/(abs(r)+abs(median)+.1)",exact,,daily_salience_return,,,,{'variant': 'standard'},21
calendar2025_159_u76ee_6807_4ef7_9690_542b_6536_76ca_7387,2025,159,目标价隐含收益率,分析师、机构持仓,,分析师、机构持仓,分析师预期类,factors2025.md,3952,3968,1d,1d,T_close,analyst,\frac{一致目标价}{最近股价 - 1},,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2025_160_u4fe1_7528_501f_6b3e_5360_77ed_671f_501f_6b3e,2025,160,信用借款占短期借款比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,3969,3988,1d,1d,T_close,,\text{信用借款占短期借款比} = \frac{\text{信用借款}}{\text{短期借款}},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_161_u76f8_5bf9_5f3a_5f31_6307_6807,2025,161,相对强弱指标,期货-动量趋势因子,,期货-动量趋势因子,动量因子,factors2025.md,3989,4007,1d,1d,T_close,close,\frac{\sum_{r_t \geq 0} r_t}{\sum |r_t|},"ta_rsi(close,14)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},14
calendar2025_162_u5f02_5e38_9ad8_6ce2_52a8_4e0b_7684_6536_76ca,2025,162,异常高波动下的收益波动比,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2025.md,4008,4032,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_163_u4e2a_80a1_70b9_51fb_91cf_5360_6bd4,2025,163,个股点击量占比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,4033,4048,1d,1d,T_close,news,\frac{\text{个股当天点击量}}{\text{全市场所有个股当天点击量之}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_164_u5e73_5747_6362_624b_7387,2025,164,平均换手率,行为金融因子-投资者注意力,,行为金融因子-投资者注意力,投资因子,factors2025.md,4049,4068,1d,1d,T_close,close|volume|turnover|a_share_market_val_in_circulation,"TURNAVG = \frac{1}{m} \sum_{t=1}^{t-m+1} TURN_{i,t}","mean(volume*close/float_market_cap,20)",exact,,daily_liquidity_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,"{'metric': 'turnover_mean', 'window': 20, 'long_window': 250}",21
calendar2025_165_u6a21_7cca_91d1_989d_6bd4,2025,165,模糊金额比,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2025.md,4069,4093,1m,1d,T_close,open|high|low|close|volume|turnover,④ 计算“日模糊金额比” = “雾中金额” / “总体金额”。,"0.5*(mean(mean(turnover|ambiguity>daily_mean)/mean(turnover),20)+std(...,20))",exact,,intraday_path_metric,,,,"{'metric': 'fuzzy_amount', 'post_window': 20, 'post_stat': 'mean_std'}",20
calendar2025_166_u5ba2_6237_52a8_91cf_56e0_5b50_57fa_4e8e_591a,2025,166,客户动量因子-基于多层客户关系,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,4094,4120,1d,1d,T_close,supply_chain,"\text{cmom}_i^{TM} = \sum_{l=1}^{L} \sum_{(m,n) \in G_u} w_{mn}^{\text{centrality}} \text{mom}_n^{TM}, i = 1, 2, \ldots, N

w_{mn}^{\text{centrality}} = c_{mn} / \sum_{l=1}^{L} \sum_{(m,n) \in G_1} c_{\pi n}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_167_u591a_7a7a_5f3a_5f31_56e0_5b50,2025,167,多空强弱因子,期货-持仓类因子,,期货-持仓类因子,期货-持仓类因子,factors2025.md,4121,4140,1d,1d,T_close,,"\frac{1}{K} \sum_{t=T-K+1}^{T} \frac{LS_{raw,t}}{OI_t}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_168_roe,2025,168,回归版单季度ROE同比增量,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,4141,4166,1d,1d,T_close,fundamental_raw,"Delta\_Quart\_E = Quart\_E_t - Quart\_E_{t-4}

ln(Delta\_Quart\_E) = \beta * ln(Book) + \alpha + \varepsilon",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_169_u6700_5927_5ba2_6237_52a8_91cf,2025,169,最大客户动量,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,4167,4186,1d,1d,T_close,supply_chain,cmom_i^{1M} = mom_{j-max\_sales}^{1M},,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_170_u52a8_91cf_4fee_6b63,2025,170,动量修正,高频技术因子,,高频技术因子,量价技术类,factors2025.md,4187,4209,1m,1d,T_close,open|high|low|close|volume|turnover,"SRMI_{i,t} = \frac{\sum_{t-238}^{t} \frac{Close_{i,t} - Close_{i,t-1}}{max\{Close_{i,t}, Close_{i,t-1}\}}}{239}

\widehat{Factor_j} = \frac{1}{\sum_{j=1}^{20} \frac{j}{20}} \times \sum_{i=1}^{20} \widehat{Factor_{j,k}} \times \frac{j}{20}","linear_decay20(mean(delta(close_1m)/max(close_t,close_t-1)))",exact,,intraday_path_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,"{'metric': 'calendar_srmi', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_171_u9ad8_9891_4e0a_884c_6ce2_52a8_7387_4e0e_4e0b,2025,171,高频上行波动率与下行波动率之差,期货-高频因子,,期货-高频因子,高频因子,factors2025.md,4210,4229,1m,1d,T_close,,\sum_{t} (r_i^t I_{\{r_i^t > 0\}})^2 - \sum_{t} (r_i^t I_{\{r_i^t < 0\}})^2,,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_172_u79d1_6280_52a8_91cf,2025,172,科技动量,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,4230,4259,1d,1d,T_close,patent,"\text{TECH}_{ijt} = \frac{T_{it}T'_{jt}}{(T_{it}T'_{it})^{1/2}(T_{jt}T'_{jt})^{1/2}}

\text{TECHRET}_{it} = \frac{\sum_{j
eq i} \text{TECH}_{ijt} \times \text{RET}_{jt}}{\sum_{j
eq i} \text{TECH}_{ijt}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: patent,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_173_u968f_6ce2_9010_6d41_56e0_5b50,2025,173,“随波逐流”因子,高频因子-量价相关性类,,高频因子-量价相关性类,高频因子,factors2025.md,4260,4296,1m,1d,T_close,call_auction,"\text{合理收益率}_t = \frac{1}{20} \sum_{n=0}^{19} \text{日内收益率}_{t-n} = \frac{1}{20} \sum_{n=0}^{19} \left( \frac{\text{收盘价}_{t-n}}{\text{开盘价}_{t-n}} - 1 \right)

\text{相对开盘收益率}_{m,t} = \frac{\text{收盘价}_{m,t}}{\text{开盘价}_t} - 1

\text{高位成交额}_t = \sum_{m=1}^{240} \text{分钟成交额}_m I_{\{\text{相对开盘收益率}_{m,t} > \text{合理收益率}_t\}}

\text{低位成交额}_t = \sum_{m=1}^{240} \text{分钟成交额}_m I_{\{\text{相对开盘收益率}_{m,t} < \text{合理收益率}_t\}}

\text{高低额差}_t = \frac{\text{高位成交额}_t - \text{低位成交额}_t}{\text{收盘时流通市值}_t}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: call_auction,,,,,{},0
calendar2025_174_pe,2025,174,基于PE的分析师锚效益偏差,行为金融因子-锚定效应,,行为金融因子-锚定效应,分析师预期类,factors2025.md,4297,4321,1d,1d,T_close,analyst,"CAF\_EP_{i,t} = \frac{FEP_{i,t} - IFEP_t}{IFEP_t}

FEP_{i,t} = \frac{1}{FPE_{i,t}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2025_175_u65b0_95fb_80a1_7968_884c_4e1a_5171_73b0,2025,175,新闻股票行业共现,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,4322,4341,1d,1d,T_close,news,"nCO_{i,t} = a_{i,t} - a_{i,t-1}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_176_u6b63_5411_65e5_5185_9006_8f6c_7684_5f02_5e38,2025,176,正向日内逆转的异常频率,高频因子-收益分布类,,高频因子-收益分布类,高频因子,factors2025.md,4342,4365,1d,1d,T_close,open|close,"AB\_PR_{i,t} = \frac{PR_{i,t}}{\frac{1}{12} \sum_{k=0}^{11} PR_{i,t-k}}

PR_{i,t} = \frac{\sum_{d=1}^{T} I_{\{RET\_CO_{i,d}<0\}} * I_{\{RET\_OC_{i,d}>0\}}}{T}","positive_reversal_frequency/mean(positive_reversal_frequency,12m)",exact,,daily_reversal_frequency,,,,"{'direction': 'positive', 'abnormal': True}",252
calendar2025_177_ebit,2025,177,单季 EBIT 同比变化比市值,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,4366,4391,1d,1d,T_close,fundamental_raw,"ln(Delta\_Quant\_EBIT) = \beta * ln(MV) + \alpha + \varepsilon

Delta\_Quant\_EBIT = Quart\_EBIT_t - Quart\_EBIT_{t-4}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_178_u5e42_6307_6570_52a0_6743_6ce2_52a8_7387,2025,178,幂指数加权波动率,期货-波动率因子,,期货-波动率因子,波动率因子,factors2025.md,4392,4420,1d,1d,T_close,,"\sigma_{EMA} = \sqrt{252 \sum_{i=0}^{\infty} (1 - \delta) \delta^i (r_i - \bar{r})^2}

\sum_{i=0}^{\infty} (1 - \delta) \delta^i = 1",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_179_u72ec_7279_6280_80fd_5360_6bd4,2025,179,独特技能占比,另类因子-招聘信息,,另类因子-招聘信息,另类因子,factors2025.md,4421,4448,1d,1d,T_close,,"\frac{\sum_{j=t-x+1}^{t} Number\_of\_unique\_skills_{i,j}}{\sum_{j=t-11}^{t} Number\_of\_technical\_job\_posting_{i,j}}

\frac{\sum_{j=t-x+1}^{t} Number\_of\_unique\_skills_{i,j} - \sum_{j=t-2x+1}^{t-x} Number\_of\_unique\_skills_{i,j}}{\sum_{j=t-11}^{t} Number\_of\_technical\_job\_posting_{i,j}}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_180_u4e70_5356_59d4_6258_4ef7_683c_6bd4_7387,2025,180,买卖委托价格比率,高频因子-流动性类,,高频因子-流动性类,高频因子,factors2025.md,4449,4473,1m,1d,T_close,orderbook,"PIR_t = \frac{P_t^{WB} - P_t^{WA}}{P_t^{WB} + P_t^{WA}}

P_t^{WB(WA)} = \frac{\sum w_i \times P_{i,t}^{B(A)}}{\sum w_i}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2025_181_u4e2d_4ecb_8d39_7528_5360_7ba1_7406_8d39_7528,2025,181,中介费用占管理费用比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,4474,4492,1d,1d,T_close,,\frac{中介费用}{管理费用合计期末余额},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_182_u5747_7ebf_6392_5217,2025,182,均线排列,期货-动量趋势因子,,期货-动量趋势因子,动量因子,factors2025.md,4493,4512,1d,1d,T_close,,sig = \sum_{i=1}^{N} sign(MA_i - MA_{i+1}),,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_183_u57fa_4e8e_5f02_5e38_6536_76ca_7684_6ce8_610f,2025,183,基于异常收益的注意力溢出,行为金融因子-投资者注意力,,行为金融因子-投资者注意力,投资因子,factors2025.md,4513,4541,1d,1d,T_close,close|volume|a_share_market_val_in_circulation|first_industry_code,"ATTN_{i,t} = \frac{1}{m} \sum_{t}^{t-m+1} (r_{i,t} - \bar{r}_t)^2

SPILL = \overline{ATTN_i} - ATTN_i",mean(peer_monthly_squared_abnormal_return)-monthly_squared_abnormal_return,proxy,代理实现：当前lab仅有申万一级行业，替代原定义的中信一级行业；行业内仍严格按3:4:3市值分组,daily_attention_spillover,,,,{'metric': 'abnormal_return'},20
calendar2025_184_u5e73_5747_771f_5b9e_6ce2_5e45,2025,184,平均真实波幅,高频技术因子,,高频技术因子,量价技术类,factors2025.md,4542,4573,1d,1d,T_close,high|low|close,"Atr_{i,t} = max\{max\{High_{i,t} - Low_{i,t}, Close_{i,t-1} - High_{i,t}\}, ABS(Close_{i,t-1} - Low_{i,t})\}

ATR_{i,t} = \frac{\sum_{t-238}^t Atr_{i,t}}{239}

\widehat{Factor}_j = \frac{1}{\sum_{j=1}^{20} \frac{j}{20}} \times \sum_{i=1}^{20} \widehat{Factor}_{j,k} \times \frac{j}{20}","ta_atr(high,low,close,14)",exact,,legacy_expression,,,,{},15
calendar2025_185_u65b0_6280_672f_91c7_7eb3,2025,185,新技术采纳,另类因子-招聘信息,,另类因子-招聘信息,另类因子,factors2025.md,4574,4595,1d,1d,T_close,,"\frac{\sum_{j=t-x+1}^{t} Number\_of\_new\_job_{i,j} - \sum_{j=t-x-11}^{t-12} Number\_of\_new\_job_{i,j}}{\sum_{j=t-11}^{t} Number\_of\_technical\_job_{i,j}}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_186_u57fa_5dee_52a8_91cf,2025,186,基差动量,期货-期限结构因子,,期货-期限结构因子,动量因子,factors2025.md,4596,4616,1d,1d,T_close,,"BasisMomentum = \prod_{i=t-R+1}^{t} (1 + R_{fut,i}^{T_1}) - \prod_{i=t-R+1}^{t} (1 + R_{fut,i}^{T_2})",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_187_u9ad8_9891_7279_5f02_6ce2_52a8_7387,2025,187,高频特异波动率,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2025.md,4617,4640,1m,1d,T_close,factor_returns,"r_t = \alpha_t + \beta_{mkt}MKT_t + \beta_{smb}SMB_t + \beta_{hml}HML_t + \beta_{ret}RET_t + \beta_{liq}LIQ_t + \varepsilon_t

\text{特异波动率} = \sqrt{\text{特异率}} \times \text{基础波动率}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: factor_returns,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_188_u5206_6790_5e08_5171_540c_8986_76d6_5173_8054,2025,188,分析师共同覆盖关联动量,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,4641,4661,1d,1d,T_close,analyst,"CS_{it} = \sum_{j=1}^{N} \frac{n_{i,j}}{\sum_{j=1}^{N} n_{i,j}} Ret_{j,20}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_189_u5355_5b63_672a_5206_914d_5229_6da6_540c_6bd4,2025,189,单季未分配利润同比变化比市值,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,4662,4687,1d,1d,T_close,fundamental_raw,"ln(Delta\_Quart\_UNDIS\_PROFIT) = \beta * ln(MV) + \alpha + \varepsilon

Delta\_Quart\_UNDIS\_PROFIT = Quart\_UNDIS\_PROFIT_t - Quart\_UNDIS\_PROFIT_{t-4}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_190_u5e93_5b58_504f_79bb_5ea6,2025,190,库存偏离度,期货-基本面因子,,期货-基本面因子,期货-基本面因子,factors2025.md,4688,4707,1d,1d,T_close,,stock_{dev} = \frac{stock_0}{stock_{ma}},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_191_u8ff7_96fe_6307_6570,2025,191,迷雾指数,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,4708,4728,1d,1d,T_close,,Fog = (words\_per\_sentence + 100 * percent\_of\_complex\_words) * 0.4,,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_192_u5b64_96c1_51fa_7fa4_56e0_5b50,2025,192,“孤雁出群”因子,高频因子-量价相关性类,,高频因子-量价相关性类,高频因子,factors2025.md,4729,4747,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2025_193_k,2025,193,K线均线趋势因子,期货-动量趋势因子,,期货-动量趋势因子,动量因子,factors2025.md,4748,4766,1d,1d,T_close,,\frac{p_t}{\frac{1}{K} \sum_{t=T-K+1}^T p_t},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_194_u4e70_5165_6d6e_4e8f_504f_79bb_56e0_5b50,2025,194,买入浮亏偏离因子,高频因子-收益分布类,,高频因子-收益分布类,高频因子,factors2025.md,4767,4786,1m,1d,T_close,tick_trade,HCP = \frac{\sum_{i}^{N} \overline{price_{buyi}} * I_{p_{buyi} > colse}}{close} - 1,,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2025_195_u4e2a_4eba_6295_8d44_8005_4ea4_6613_70ed_5ea6,2025,195,个人投资者交易热度,行为金融因子-投资者注意力,,行为金融因子-投资者注意力,投资因子,factors2025.md,4787,4808,1d,1d,T_close,tick_trade,"TURN\_RETAIL = \frac{1}{m} \sum_{t=1}^{t-m+1} \frac{INFLOW\_RETAIL_{i,t} + OUTFLOW\_RETAIL_{i,t}}{CAP_{i,t}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2025_196_u6a21_7cca_6570_91cf_6bd4,2025,196,模糊数量比,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2025.md,4809,4835,1m,1d,T_close,open|high|low|close|volume|turnover,④ 计算“日模糊数量比” = “雾中数量” / “总体数量”。,"0.5*(mean(mean(volume|ambiguity>daily_mean)/mean(volume),20)+std(...,20))",exact,,intraday_path_metric,,,,"{'metric': 'fuzzy_volume', 'post_window': 20, 'post_stat': 'mean_std'}",20
calendar2025_197_u7f51_7edc_641c_7d22_5f3a_5ea6,2025,197,网络搜索强度,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,4836,4856,1d,1d,T_close,news,"SI_{i,t} = SV_{i,t} / \frac{1}{n} \sum_{i=1}^{n} SV_{i,t}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_198_u52a0_6743_7684_76c8_4f59_8c03_6574_5e45_5ea6,2025,198,加权的盈余调整幅度,分析师、机构持仓,,分析师、机构持仓,分析师预期类,factors2025.md,4857,4872,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2025_199_u7f8a_7fa4_884c_4e3a,2025,199,羊群行为,高频因子-资金流类,,高频因子-资金流类,高频因子,factors2025.md,4873,4908,1m,1d,T_close,trade_direction,"H(i,T) = \left| \frac{B(i,T)}{B(i,T) + S(i,T)} - p_T \right| - AF(i,T)

AF(i,T) = \sum_{k=0}^{N_{i,T}} \binom{N_{i,T}}{k} p_T^k (1 - p_T)^{N_{i,T} - k} \left| \frac{k}{N_{i,T}} - p_T \right|

HB(i,T) = H(i,T) \quad \text{if} \quad \frac{B(i,T)}{B(i,T) + S(i,T)} > p_T

HS(i,T) = H(i,T) \quad \text{if} \quad \frac{B(i,T)}{B(i,T) + S(i,T)} < p_T",,blocked_data,精确实现依赖当前数据审计未发现的数据域: trade_direction,,,,,{},0
calendar2025_200_u79df_8d41_6c34_7535_7269_4e1a_8d39_5360_7ba1,2025,200,租赁水电物业费占管理费用比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,4909,4927,1d,1d,T_close,,\frac{租赁水电物业费}{管理费用合计期末余额},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_201_rogers_satchell,2025,201,Rogers-Satchell 波动率估计,期货-波动率因子,,期货-波动率因子,波动率因子,factors2025.md,4928,4948,1d,1d,T_close,,\sigma_{RS} = \sqrt{\frac{252}{K} \sum_{t=T-K+1}^{T} [h_t(h_t - c_t) - l_t(l_t - c_t)]},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_202_u4fe1_606f_79bb_6563_5ea6,2025,202,信息离散度,量价因子改进,,量价因子改进,量价因子改进,factors2025.md,4949,4968,1d,1d,T_close,close,ID = sign(PRET) \times [\%neg - \%pos],"ts_sign(ts_delay(close,21)/(ts_delay(close,252)+1e-12)-1)*(ts_mean(ts_where(ts_delay(close/(ts_delay(close,1)+1e-12)-1,21)<0,1,0),231)-ts_mean(ts_where(ts_delay(close/(ts_delay(close,1)+1e-12)-1,21)>0,1,0),231))",exact,,legacy_expression,,,,{},252
calendar2025_203_u6c47_5151_6536_76ca_5360_8d22_52a1_8d39_7528,2025,203,汇兑收益占财务费用比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,4969,4983,1d,1d,T_close,,汇兑收益占财务费用比 = \(\frac{汇兑收益}{财务费用合计期末余额}\),,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_204_u91cf_4ef7_76f8_5173_6027,2025,204,量价相关性,期货-高频因子,,期货-高频因子,高频因子,factors2025.md,4984,5003,1m,1d,T_close,,"\rho = corr(P_t, V_t)",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_205_u5355_5b63_5176_4ed6_6536_76ca_6bd4_5e02_503c,2025,205,单季其他收益比市值,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,5004,5025,1d,1d,T_close,fundamental_raw,ln(Quart\_OTHER\_INC) = \beta * ln(MV) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_206_u65b0_95fb_6570_91cf,2025,206,新闻数量,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,5026,5041,1d,1d,T_close,news,"nc_{i,t} = \text{过去}[t - d + 1, t] \text{天提及过股票}i\text{的新闻总量}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_207_u52a8_6001_4e70_5356_6c14_6307_6807,2025,207,动态买卖气指标,高频技术因子,,高频技术因子,量价技术类,factors2025.md,5042,5078,1d,1d,T_close,open|high|low,"DTM_{i,t} = IF(Open_{i,t} > Open_{i,t-1}, 0, max\{(High_{i,t} - Open_{i,t}), (Open_{i,t} - Open_{i,t-1})\})

DBM_{i,t} = IF(Open_{i,t} \geq Open_{i,t-1}, 0, max\{(Open_{i,t} - Low_{i,t}), (Open_{i,t} - Open_{i,t-1})\})

STM_{i,t} = \sum_{t-238}^{t} DTM_{i,t}

SBM_{i,t} = \sum_{t-238}^{t} DBM_{i,t}

ADTM_{i,t} = \frac{STM_{i,t} - SBM_{i,t}}{max\{STM_{i,t}, SBM_{i,t}\}}","ts_where(ts_sum(ts_where(open<ts_delay(open,1),0,ts_greater(high-open,open-ts_delay(open,1))),23)>ts_sum(ts_where(open>=ts_delay(open,1),0,ts_greater(open-low,open-ts_delay(open,1))),23),(ts_sum(ts_where(open<ts_delay(open,1),0,ts_greater(high-open,open-ts_delay(open,1))),23)-ts_sum(ts_where(open>=ts_delay(open,1),0,ts_greater(open-low,open-ts_delay(open,1))),23))/(ts_sum(ts_where(open<ts_delay(open,1),0,ts_greater(high-open,open-ts_delay(open,1))),23)+1e-12),(ts_sum(ts_where(open<ts_delay(open,1),0,ts_greater(high-open,open-ts_delay(open,1))),23)-ts_sum(ts_where(open>=ts_delay(open,1),0,ts_greater(open-low,open-ts_delay(open,1))),23))/(ts_sum(ts_where(open>=ts_delay(open,1),0,ts_greater(open-low,open-ts_delay(open,1))),23)+1e-12))",exact,,legacy_expression,,,,{},24
calendar2025_208_u8fb9_9645_4ea4_6613_6210_672c,2025,208,边际交易成本,高频因子-流动性类,,高频因子-流动性类,高频因子,factors2025.md,5079,5106,1m,1d,T_close,orderbook,"MCI_A = \frac{VWAPM_A}{DolVol_A}

VWAPM_A = \frac{VWAP_A - M}{M} \quad VWAP_A = \frac{\sum_{i}^{n} P_{A,i} \times Q_{A,i}}{\sum_{i}^{n} Q_{A,i}} = \frac{DolVol_A}{\sum_{i}^{n} Q_{A,i}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2025_209_u6700_5927_4f9b_5e94_5546_52a8_91cf,2025,209,最大供应商动量,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,5107,5126,1d,1d,T_close,supply_chain,smom_i^{1M} = mom_{j\_max\_sales}^{1M},,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_210_u4f1a_5458_6301_4ed3_56e0_5b50,2025,210,会员持仓因子,期货-持仓类因子,,期货-持仓类因子,期货-持仓类因子,factors2025.md,5127,5145,1d,1d,T_close,,"\frac{LS_{raw,T} - \frac{1}{K}\sum_{t=T-K+1}^T LS_{raw,t}}{abs\left(\frac{1}{K}\sum_{t=T-K+1}^T LS_{raw,t}\right)}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_211_u8000_773c_6536_76ca_7387,2025,211,耀眼收益率,高频因子-动量反转类,,高频因子-动量反转类,高频因子,factors2025.md,5146,5166,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
